id,name,start_time,end_time,unique_number_for_org
2024,report25,2021-08-30 00:00:00,2022-10-04 00:00:00,N0.7972889583574062
2025,report26,2021-08-29 00:00:00,2022-11-23 00:00:00,N0.35527869196544914
2026,report27,2021-05-01 00:00:00,2022-04-10 00:00:00,N0.42046304463754014
2027,report28,2021-06-13 00:00:00,2022-07-21 00:00:00,N0.989628776405942
2028,report29,2021-04-12 00:00:00,2022-10-27 00:00:00,N0.7683714504384853
2029,report30,2021-06-17 00:00:00,2022-01-28 00:00:00,N0.8069639159744824
2030,report31,2021-02-09 00:00:00,2022-02-03 00:00:00,N0.15285608434070308
2031,report32,2021-03-14 00:00:00,2022-04-19 00:00:00,N0.47479222351955563
2032,report33,2021-12-02 00:00:00,2022-07-31 00:00:00,N0.5390855004743123
2033,report34,2021-05-25 00:00:00,2022-04-09 00:00:00,N0.2906113916495351
2034,report35,2021-07-31 00:00:00,2022-03-03 00:00:00,N0.8221318399797057
2035,report36,2021-12-30 00:00:00,2022-12-21 00:00:00,N0.8774802155301092
2036,report37,2021-04-02 00:00:00,2022-03-28 00:00:00,N0.6197671486871033
2037,report38,2021-08-26 00:00:00,2022-10-19 00:00:00,N0.7703931297076322
2038,report39,2021-08-27 00:00:00,2022-11-21 00:00:00,N0.12722103116310324
2039,report40,2021-01-27 00:00:00,2022-06-12 00:00:00,N0.9012378418139775
2040,report41,2021-02-10 00:00:00,2022-12-19 00:00:00,N0.22309966789236257
2041,report42,2021-06-13 00:00:00,2022-10-25 00:00:00,N0.012540810483088638
2042,report43,2021-04-02 00:00:00,2022-06-20 00:00:00,N0.1409735005716225
2043,report44,2021-11-02 00:00:00,2022-10-08 00:00:00,N0.2687620983883061
2044,report45,2021-01-28 00:00:00,2022-07-18 00:00:00,N0.32487470459712264
2045,report46,2021-06-22 00:00:00,2022-08-29 00:00:00,N0.9172317482828315
2046,report47,2021-12-02 00:00:00,2022-03-02 00:00:00,N0.7381282110229568
2047,report48,2021-03-05 00:00:00,2022-01-01 00:00:00,N0.03442813710911563
2048,report49,2021-10-07 00:00:00,2022-03-04 00:00:00,N0.7219789429534441
2049,report50,2021-07-30 00:00:00,2022-01-04 00:00:00,N0.9073506719142023
2050,report51,2021-01-31 00:00:00,2022-11-08 00:00:00,N0.6665368707957925
2051,report52,2021-04-24 00:00:00,2022-09-07 00:00:00,N0.34151361596307805
2052,report53,2021-09-12 00:00:00,2022-01-23 00:00:00,N0.8084934355904488
2053,report54,2021-09-29 00:00:00,2022-05-13 00:00:00,N0.47863850586858203
2054,report55,2021-08-02 00:00:00,2022-08-08 00:00:00,N0.6437741435038136
2055,report56,2021-11-28 00:00:00,2022-11-05 00:00:00,N0.5815657769750691
2056,report57,2021-08-15 00:00:00,2022-02-08 00:00:00,N0.4733176501195827
2057,report58,2021-04-16 00:00:00,2022-03-25 00:00:00,N0.16570966922485497
2058,report59,2021-10-01 00:00:00,2022-08-01 00:00:00,N0.6340594143560283
2059,report60,2021-03-15 00:00:00,2022-02-16 00:00:00,N0.9181283032107181
2060,report61,2021-02-14 00:00:00,2022-10-21 00:00:00,N0.7065017086072403
2061,report62,2021-10-27 00:00:00,2022-11-13 00:00:00,N0.7211765496944427
2062,report63,2021-01-14 00:00:00,2022-08-15 00:00:00,N0.22285716101296382
2063,report64,2021-05-07 00:00:00,2022-01-11 00:00:00,N0.15085767620678503
2064,report65,2021-10-18 00:00:00,2022-10-27 00:00:00,N0.5146930026900159
2065,report66,2021-11-02 00:00:00,2022-03-17 00:00:00,N0.8221494592996749
2066,report67,2021-08-26 00:00:00,2022-08-02 00:00:00,N0.34831688034673325
2067,report68,2021-02-11 00:00:00,2022-12-19 00:00:00,N0.11635124012911147
2068,report69,2021-05-25 00:00:00,2022-04-15 00:00:00,N0.2650927303997672
2069,report70,2021-08-02 00:00:00,2022-06-12 00:00:00,N0.5343205123389944
2070,report71,2021-06-16 00:00:00,2022-10-10 00:00:00,N0.8398396594319582
2071,report72,2021-01-23 00:00:00,2022-12-26 00:00:00,N0.1266824540344954
2072,report73,2021-05-05 00:00:00,2022-08-01 00:00:00,N0.05730943355244733
2073,report74,2021-06-22 00:00:00,2022-09-07 00:00:00,N0.9397661134146363
2074,report75,2021-02-10 00:00:00,2022-07-23 00:00:00,N0.17079715311519528
2075,report76,2021-07-02 00:00:00,2022-04-07 00:00:00,N0.4907723266341766
2076,report77,2021-01-06 00:00:00,2022-06-10 00:00:00,N0.7760839676765248
2077,report78,2021-02-16 00:00:00,2022-03-02 00:00:00,N0.014785064444911677
2078,report79,2021-03-26 00:00:00,2022-03-25 00:00:00,N0.7920371720659559
2079,report80,2021-10-31 00:00:00,2022-04-13 00:00:00,N0.28383877157868287
2080,report81,2021-04-12 00:00:00,2022-10-10 00:00:00,N0.9711922092772814
2081,report82,2021-08-23 00:00:00,2022-02-22 00:00:00,N0.28676275205583723
2082,report83,2021-04-19 00:00:00,2022-10-14 00:00:00,N0.4667103793328179
2083,report84,2021-02-14 00:00:00,2022-07-02 00:00:00,N0.3969888169302165
2084,report85,2021-08-23 00:00:00,2022-04-11 00:00:00,N0.007051502153386013
2085,report86,2021-08-17 00:00:00,2022-11-19 00:00:00,N0.677295108077571
2086,report87,2021-12-09 00:00:00,2022-07-07 00:00:00,N0.599605865159292
2087,report88,2021-03-24 00:00:00,2022-01-02 00:00:00,N0.8291059733235799
2088,report89,2021-11-11 00:00:00,2022-12-12 00:00:00,N0.5605966406235198
2089,report90,2021-03-31 00:00:00,2022-02-05 00:00:00,N0.6507917856492148
2090,report91,2021-06-10 00:00:00,2022-09-13 00:00:00,N0.9302292361688355
2091,report92,2021-12-02 00:00:00,2022-03-18 00:00:00,N0.7627154165471935
2092,report93,2021-06-22 00:00:00,2022-04-13 00:00:00,N0.4957268347789816
2093,report94,2021-01-29 00:00:00,2022-01-24 00:00:00,N0.6958646822035259
2094,report95,2021-09-22 00:00:00,2022-05-18 00:00:00,N0.3357720347779811
2095,report96,2021-08-22 00:00:00,2022-09-11 00:00:00,N0.6971220955625803
2096,report97,2021-11-04 00:00:00,2022-02-20 00:00:00,N0.6926092266100551
2097,report98,2021-06-13 00:00:00,2022-12-03 00:00:00,N0.6622614103245028
2098,report99,2021-06-15 00:00:00,2022-08-04 00:00:00,N0.7085208060569451
2099,report100,2021-03-26 00:00:00,2022-05-20 00:00:00,N0.962396052960766
2100,report101,2021-12-08 00:00:00,2022-11-18 00:00:00,N0.3983910613480425
2101,report102,2021-07-25 00:00:00,2022-04-30 00:00:00,N0.7556843207050821
2102,report103,2021-06-21 00:00:00,2022-03-13 00:00:00,N0.867545901821204
2103,report104,2021-05-28 00:00:00,2022-11-29 00:00:00,N0.22989342003561375
2104,report105,2021-09-17 00:00:00,2022-03-22 00:00:00,N0.7370783119641747
2105,report106,2021-01-22 00:00:00,2022-12-01 00:00:00,N0.8962903205389464
2106,report107,2021-06-28 00:00:00,2022-07-17 00:00:00,N0.7611804898358341
2107,report108,2021-06-23 00:00:00,2022-12-13 00:00:00,N0.32334717484530107
2108,report109,2021-08-23 00:00:00,2022-08-31 00:00:00,N0.7178918174460905
2109,report110,2021-07-13 00:00:00,2022-10-04 00:00:00,N0.6605470371932035
2110,report111,2021-10-26 00:00:00,2022-03-18 00:00:00,N0.9631744691009818
2111,report112,2021-11-22 00:00:00,2022-05-02 00:00:00,N0.5272230392103064
2112,report113,2021-01-04 00:00:00,2022-11-07 00:00:00,N0.2256576006501111
2113,report114,2021-08-28 00:00:00,2022-03-08 00:00:00,N0.2864560964884658
2114,report115,2021-01-17 00:00:00,2022-06-24 00:00:00,N0.4342332197282316
2115,report116,2021-03-07 00:00:00,2022-03-14 00:00:00,N0.6504506949559566
2116,report117,2021-08-17 00:00:00,2022-02-20 00:00:00,N0.45105516796774847
2117,report118,2021-12-05 00:00:00,2022-03-06 00:00:00,N0.19305468220580668
2118,report119,2021-11-01 00:00:00,2022-05-13 00:00:00,N0.8221164407779901
2119,report120,2021-10-11 00:00:00,2022-05-05 00:00:00,N0.39340489274839097
2120,report121,2021-05-21 00:00:00,2022-11-06 00:00:00,N0.37087913247593884
2121,report122,2021-09-12 00:00:00,2022-03-26 00:00:00,N0.4121501963982692
2122,report123,2021-06-04 00:00:00,2022-09-25 00:00:00,N0.28104229327293617
2123,report124,2021-01-18 00:00:00,2022-03-21 00:00:00,N0.733036212945272
2124,report125,2021-10-16 00:00:00,2022-09-02 00:00:00,N0.8313414702011047
2125,report126,2021-08-23 00:00:00,2022-12-29 00:00:00,N0.5503968668387241
2126,report127,2021-05-26 00:00:00,2022-02-26 00:00:00,N0.8279565080981466
2127,report128,2021-10-30 00:00:00,2022-05-27 00:00:00,N0.5513959224708058
2128,report129,2021-07-31 00:00:00,2022-12-09 00:00:00,N0.08307429302874703
2129,report130,2021-01-28 00:00:00,2022-08-12 00:00:00,N0.03140500257697065
2130,report131,2021-11-20 00:00:00,2022-06-30 00:00:00,N0.53044943573833
2131,report132,2021-05-13 00:00:00,2022-05-01 00:00:00,N0.5572996350402377
2132,report133,2021-11-07 00:00:00,2022-07-06 00:00:00,N0.8485877529363367
2133,report134,2021-04-10 00:00:00,2022-03-05 00:00:00,N0.28278600259877273
2134,report135,2021-10-25 00:00:00,2022-10-02 00:00:00,N0.7763866551682778
2135,report136,2021-01-11 00:00:00,2022-07-17 00:00:00,N0.6869719292369373
2136,report137,2021-07-01 00:00:00,2022-12-23 00:00:00,N0.17125671946829446
2137,report138,2021-08-06 00:00:00,2022-07-09 00:00:00,N0.6027733913344595
2138,report139,2021-11-10 00:00:00,2022-10-23 00:00:00,N0.9744504788110642
2139,report140,2021-12-01 00:00:00,2022-06-27 00:00:00,N0.5959112424225821
2140,report141,2021-12-31 00:00:00,2022-05-18 00:00:00,N0.9653215731769904
2141,report142,2021-02-26 00:00:00,2022-06-05 00:00:00,N0.4331113887477246
2142,report143,2021-05-31 00:00:00,2022-01-30 00:00:00,N0.935630335876586
2143,report144,2021-02-26 00:00:00,2022-03-26 00:00:00,N0.6105421566356143
2144,report145,2021-09-12 00:00:00,2022-06-15 00:00:00,N0.8252520740947279
2145,report146,2021-12-28 00:00:00,2022-11-13 00:00:00,N0.7710018789250188
2146,report147,2021-08-03 00:00:00,2022-06-23 00:00:00,N0.034514673582202615
2147,report148,2021-07-08 00:00:00,2022-11-21 00:00:00,N0.8975907264875139
2148,report149,2021-06-15 00:00:00,2022-08-15 00:00:00,N0.8361832236974219
2149,report150,2021-03-06 00:00:00,2022-03-26 00:00:00,N0.9725512727142598
2150,report151,2021-01-20 00:00:00,2022-11-15 00:00:00,N0.5277933023639794
2151,report152,2021-01-05 00:00:00,2022-05-04 00:00:00,N0.9174375494560661
2152,report153,2021-08-16 00:00:00,2022-06-22 00:00:00,N0.5372764246119462
2153,report154,2021-04-04 00:00:00,2022-10-02 00:00:00,N0.6221191011030733
2154,report155,2021-11-19 00:00:00,2022-08-10 00:00:00,N0.7821230433453645
2155,report156,2021-03-05 00:00:00,2022-08-02 00:00:00,N0.3092807782121917
2156,report157,2021-02-06 00:00:00,2022-04-05 00:00:00,N0.28966348957173105
2157,report158,2021-10-31 00:00:00,2022-06-14 00:00:00,N0.9412223232411776
2158,report159,2021-06-17 00:00:00,2022-10-31 00:00:00,N0.5635573115137903
2159,report160,2021-02-06 00:00:00,2022-08-04 00:00:00,N0.20749274183303812
2160,report161,2021-07-04 00:00:00,2022-11-12 00:00:00,N0.36196391609822676
2161,report162,2021-01-03 00:00:00,2022-10-23 00:00:00,N0.32654420987582355
2162,report163,2021-11-16 00:00:00,2022-01-01 00:00:00,N0.5035632880260288
2163,report164,2021-01-01 00:00:00,2022-06-05 00:00:00,N0.16288492349323336
2164,report165,2021-11-28 00:00:00,2022-11-08 00:00:00,N0.23421513213397227
2165,report166,2021-04-12 00:00:00,2022-07-30 00:00:00,N0.4336893400808941
2166,report167,2021-10-18 00:00:00,2022-04-05 00:00:00,N0.7452937148990729
2167,report168,2021-08-09 00:00:00,2022-01-16 00:00:00,N0.2792095215620496
2168,report169,2021-01-13 00:00:00,2022-02-27 00:00:00,N0.9758727796525302
2169,report170,2021-03-01 00:00:00,2022-10-09 00:00:00,N0.9222813851728997
2170,report171,2021-07-31 00:00:00,2022-03-25 00:00:00,N0.8453499485524628
2171,report172,2021-02-17 00:00:00,2022-06-27 00:00:00,N0.6292631018694017
2172,report173,2021-05-02 00:00:00,2022-01-04 00:00:00,N0.9230300193933612
2173,report174,2021-12-20 00:00:00,2022-11-18 00:00:00,N0.9019357291182362
2174,report175,2021-04-11 00:00:00,2022-07-22 00:00:00,N0.8317176672068155
2175,report176,2021-09-28 00:00:00,2022-11-16 00:00:00,N0.607034651589307
2176,report177,2021-03-01 00:00:00,2022-07-26 00:00:00,N0.58527897265802
2177,report178,2021-02-28 00:00:00,2022-06-13 00:00:00,N0.011099949219630423
2178,report179,2021-01-30 00:00:00,2022-12-22 00:00:00,N0.8011839462727789
2179,report180,2021-03-13 00:00:00,2022-06-15 00:00:00,N0.02299523050900676
2180,report181,2021-01-04 00:00:00,2022-02-12 00:00:00,N0.45316076593872967
2181,report182,2021-02-11 00:00:00,2022-03-02 00:00:00,N0.7792841600661604
2182,report183,2021-01-17 00:00:00,2022-03-04 00:00:00,N0.671854381263725
2183,report184,2021-06-15 00:00:00,2022-08-16 00:00:00,N0.7811490503612406
2184,report185,2021-09-18 00:00:00,2022-11-29 00:00:00,N0.2947618305187707
2185,report186,2021-11-25 00:00:00,2022-09-05 00:00:00,N0.8980022191636756
2186,report187,2021-11-22 00:00:00,2022-04-24 00:00:00,N0.7147016207343252
2187,report188,2021-06-23 00:00:00,2022-11-30 00:00:00,N0.5577429908801964
2188,report189,2021-06-20 00:00:00,2022-03-04 00:00:00,N0.15137347806165058
2189,report190,2021-08-22 00:00:00,2022-07-30 00:00:00,N0.25303350672767233
2190,report191,2021-08-26 00:00:00,2022-10-15 00:00:00,N0.4780727794577656
2191,report192,2021-07-15 00:00:00,2022-07-23 00:00:00,N0.6177238116437312
2192,report193,2021-09-16 00:00:00,2022-05-29 00:00:00,N0.46929697181121544
2193,report194,2021-05-23 00:00:00,2022-01-13 00:00:00,N0.4928415956680007
2194,report195,2021-11-21 00:00:00,2022-05-11 00:00:00,N0.7791651950322621
2195,report196,2021-02-11 00:00:00,2022-02-25 00:00:00,N0.12635236410185247
2196,report197,2021-07-27 00:00:00,2022-02-17 00:00:00,N0.8763697940402717
2197,report198,2021-04-23 00:00:00,2022-05-24 00:00:00,N0.5819630941087635
2198,report199,2021-06-09 00:00:00,2022-09-16 00:00:00,N0.07557623016579962
2199,report200,2021-02-09 00:00:00,2022-03-26 00:00:00,N0.26694837248942715
2200,report201,2021-10-25 00:00:00,2022-11-13 00:00:00,N0.8145259192412339
2201,report202,2021-12-08 00:00:00,2022-04-14 00:00:00,N0.3947682014372361
2202,report203,2021-01-06 00:00:00,2022-09-02 00:00:00,N0.9127608922147178
2203,report204,2021-01-18 00:00:00,2022-04-07 00:00:00,N0.41931732119134135
2204,report205,2021-01-13 00:00:00,2022-12-17 00:00:00,N0.6515818881981651
2205,report206,2021-11-05 00:00:00,2022-03-04 00:00:00,N0.5163872195085858
2206,report207,2021-05-01 00:00:00,2022-01-07 00:00:00,N0.0737328517222976
2207,report208,2021-07-02 00:00:00,2022-09-15 00:00:00,N0.4721199483601404
2208,report209,2021-11-28 00:00:00,2022-07-04 00:00:00,N0.6798009017635637
2209,report210,2021-11-18 00:00:00,2022-08-12 00:00:00,N0.10963110405106857
2210,report211,2021-10-20 00:00:00,2022-10-25 00:00:00,N0.2987808972845303
2211,report212,2021-12-20 00:00:00,2022-03-17 00:00:00,N0.2975347004762172
2212,report213,2021-08-02 00:00:00,2022-09-24 00:00:00,N0.2491313737855736
2213,report214,2021-11-11 00:00:00,2022-09-21 00:00:00,N0.7215710723256555
2214,report215,2021-07-01 00:00:00,2022-10-18 00:00:00,N0.20792091987896577
2215,report216,2021-01-01 00:00:00,2022-02-07 00:00:00,N0.5698890965586287
2216,report217,2021-02-03 00:00:00,2022-07-31 00:00:00,N0.2960966354768595
2217,report218,2021-06-14 00:00:00,2022-04-14 00:00:00,N0.3660280077183202
2218,report219,2021-07-18 00:00:00,2022-10-26 00:00:00,N0.5902966577569998
2219,report220,2021-11-17 00:00:00,2022-12-02 00:00:00,N0.8900965950327869
2220,report221,2021-07-16 00:00:00,2022-12-08 00:00:00,N0.3180517933823771
2221,report222,2021-09-08 00:00:00,2022-05-03 00:00:00,N0.06500929064004546
2222,report223,2021-07-15 00:00:00,2022-07-26 00:00:00,N0.4110489208260808
2223,report224,2021-03-04 00:00:00,2022-04-25 00:00:00,N0.6868419362074704
2224,report225,2021-07-19 00:00:00,2022-03-22 00:00:00,N0.10982966153503693
2225,report226,2021-06-29 00:00:00,2022-08-31 00:00:00,N0.6240869141920303
2226,report227,2021-02-04 00:00:00,2022-09-29 00:00:00,N0.9840926143382457
2227,report228,2021-02-27 00:00:00,2022-02-01 00:00:00,N0.034180157762540575
2228,report229,2021-04-14 00:00:00,2022-01-05 00:00:00,N0.28063390986182624
2229,report230,2021-11-22 00:00:00,2022-07-29 00:00:00,N0.4277036050307874
2230,report231,2021-10-06 00:00:00,2022-05-12 00:00:00,N0.946916338528185
2231,report232,2021-05-25 00:00:00,2022-02-21 00:00:00,N0.487510251242639
2232,report233,2021-05-30 00:00:00,2022-01-16 00:00:00,N0.9473714061310523
2233,report234,2021-07-27 00:00:00,2022-02-22 00:00:00,N0.7146301581937975
2234,report235,2021-05-30 00:00:00,2022-08-21 00:00:00,N0.09303514553648584
2235,report236,2021-11-20 00:00:00,2022-07-15 00:00:00,N0.9794212172611946
2236,report237,2021-08-10 00:00:00,2022-10-17 00:00:00,N0.1890786926030107
2237,report238,2021-11-07 00:00:00,2022-05-25 00:00:00,N0.1824837464983915
2238,report239,2021-03-10 00:00:00,2022-08-14 00:00:00,N0.900303585809553
2239,report240,2021-09-17 00:00:00,2022-08-10 00:00:00,N0.6841113828356328
2240,report241,2021-09-19 00:00:00,2022-01-18 00:00:00,N0.9020622640552823
2241,report242,2021-03-13 00:00:00,2022-02-03 00:00:00,N0.2546755596296436
2242,report243,2021-09-03 00:00:00,2022-07-05 00:00:00,N0.5423869385754381
2243,report244,2021-08-16 00:00:00,2022-04-04 00:00:00,N0.9729852443493949
2244,report245,2021-09-03 00:00:00,2022-06-10 00:00:00,N0.2639439056783104
2245,report246,2021-04-22 00:00:00,2022-08-11 00:00:00,N0.7085032593875796
2246,report247,2021-12-26 00:00:00,2022-05-17 00:00:00,N0.33382324922913575
2247,report248,2021-10-30 00:00:00,2022-03-16 00:00:00,N0.19394747271833124
2248,report249,2021-06-17 00:00:00,2022-09-05 00:00:00,N0.846558180678142
2249,report250,2021-07-21 00:00:00,2022-03-27 00:00:00,N0.29168549943204214
2250,report251,2021-02-10 00:00:00,2022-10-18 00:00:00,N0.6371955711840865
2251,report252,2021-03-04 00:00:00,2022-04-19 00:00:00,N0.866872662289462
2252,report253,2021-11-29 00:00:00,2022-01-01 00:00:00,N0.5487057749460957
2253,report254,2021-10-18 00:00:00,2022-07-29 00:00:00,N0.04758762384038562
2254,report255,2021-06-05 00:00:00,2022-10-23 00:00:00,N0.5238847286110117
2255,report256,2021-01-19 00:00:00,2022-12-02 00:00:00,N0.9270423992041038
2256,report257,2021-11-14 00:00:00,2022-05-03 00:00:00,N0.4469789764503571
2257,report258,2021-07-13 00:00:00,2022-12-24 00:00:00,N0.7372879795391738
2258,report259,2021-02-08 00:00:00,2022-01-11 00:00:00,N0.1397469305830068
2259,report260,2021-07-05 00:00:00,2022-12-31 00:00:00,N0.8273092615633114
2260,report261,2021-01-04 00:00:00,2022-02-02 00:00:00,N0.2422114646930229
2261,report262,2021-03-01 00:00:00,2022-05-05 00:00:00,N0.7420609108041945
2262,report263,2021-06-18 00:00:00,2022-08-25 00:00:00,N0.4818703130332399
2263,report264,2021-05-29 00:00:00,2022-09-26 00:00:00,N0.24606503519768108
2264,report265,2021-06-26 00:00:00,2022-11-28 00:00:00,N0.13759635409278415
2265,report266,2021-07-31 00:00:00,2022-01-05 00:00:00,N0.23800848616021564
2266,report267,2021-05-18 00:00:00,2022-01-02 00:00:00,N0.7663858578018586
2267,report268,2021-09-03 00:00:00,2022-12-05 00:00:00,N0.7679020633691522
2268,report269,2021-08-23 00:00:00,2022-05-19 00:00:00,N0.6518393262161625
2269,report270,2021-05-24 00:00:00,2022-08-05 00:00:00,N0.5740632096089103
2270,report271,2021-01-27 00:00:00,2022-10-14 00:00:00,N0.956213075720511
2271,report272,2021-04-16 00:00:00,2022-01-26 00:00:00,N0.427539082039857
2272,report273,2021-01-29 00:00:00,2022-08-06 00:00:00,N0.940722457660491
2273,report274,2021-01-05 00:00:00,2022-12-09 00:00:00,N0.3170332725388213
2274,report275,2021-06-03 00:00:00,2022-04-23 00:00:00,N0.36462565329822527
2275,report276,2021-09-17 00:00:00,2022-07-25 00:00:00,N0.11007158910362924
2276,report277,2021-02-22 00:00:00,2022-10-17 00:00:00,N0.19261884837296817
2277,report278,2021-11-10 00:00:00,2022-10-23 00:00:00,N0.9048918228105945
2278,report279,2021-05-15 00:00:00,2022-11-30 00:00:00,N0.7914760400241744
2279,report280,2021-12-22 00:00:00,2022-12-25 00:00:00,N0.3873267596207649
2280,report281,2021-04-12 00:00:00,2022-12-11 00:00:00,N0.21963228803106039
2281,report282,2021-01-12 00:00:00,2022-02-06 00:00:00,N0.6183388557483122
2282,report283,2021-08-28 00:00:00,2022-11-12 00:00:00,N0.9001276432085892
2283,report284,2021-10-13 00:00:00,2022-11-05 00:00:00,N0.264440866084786
2284,report285,2021-03-27 00:00:00,2022-11-17 00:00:00,N0.5758781455057911
2285,report286,2021-10-06 00:00:00,2022-07-16 00:00:00,N0.18538290867460505
2286,report287,2021-02-03 00:00:00,2022-03-31 00:00:00,N0.29314820097261074
2287,report288,2021-06-15 00:00:00,2022-03-06 00:00:00,N0.1379988778781568
2288,report289,2021-10-25 00:00:00,2022-10-20 00:00:00,N0.8323481626856081
2289,report290,2021-02-25 00:00:00,2022-12-08 00:00:00,N0.42372026351168557
2290,report291,2021-04-13 00:00:00,2022-11-30 00:00:00,N0.07235838206150202
